px_code,description,price
27000490,HC SET IV MAC W/ MICRCLV HI PRESS,14.43
27000494,HC KIT DSG CHANGE CVC MED 5 - 11FR,100.5
27000498,HC 3-WAY STOPCOCK (ANY LENGTH),25.25
27000499,HC I.V. ANGIO CATHETER,30.06
27000500,HC FOREARM SPLINT,114.21
27000501,HC CAST BRACE,290.92
27000502,HC SET IV PCA SQ/REGIONAL W/FILTER,78.46
27000503,HC IVS  SET EPIDUAL TUBING 88,97.72
27000507,HC CYLINDER CAST,114.21
27000508,HC FIBERGLASS SHORT ARM CAST/MED,229.61
27000511,HC FLUID L/R 3000ML,531.35
27000512,HC IVS SET EXT HIGH RATE,9.01
27000513,HC SOL IV NS 250,8.43
27000514,HC SOL IV D5W 50 FILL SNG,12.24
27000515,HC SOL IV D5W 100 FILL SNG,12.25
27000517,HC SOL IV D5W 250,8.33
27000518,HC SOL IV D5W 500,9.65
27000519,HC SOL IV D5W 500 AVIVA,14.08
27000520,HC SOL IV D5W 1000,10.38
27000521,HC SOL IV D10W 500,13.61
27000522,HC SOL IV D10W 1000,14.08
27000523,HC SOL IV 0.45NS 500,10.5
27000524,HC SOL IV 0.45NS 1000,11.77
27000525,HC SOL IV NS 50 SNG,12.24
27000527,HC SOL IV NS 100,12.23
27000529,HC SOL IV NS 500,9.02
27000530,HC SOL IV NS 1000,10.05
27000531,HC SOL IV LR 500,9.69
27000532,HC SOL IV LR 1000,10.16
27000533,HC SOL IV DS 0.225NS 500,10.97
27000534,HC SOL IV D5 0.25NS 1000,11.54
27000535,HC SOL IV D5 0.45NS 500,9.69
27000536,HC SOL IV D5 0.45NS 1000,10.27
27000537,HC SOL IV D5NS 500,10.97
27000538,HC SOL IV D5NS 1000,11.43
27000539,HC SOL IV D5LR 500,16.74
27000540,HC SOL IV D5LR 1000,10.5
27000541,HC SOL IV D5W 20MEQ K 1000,22.27
27000542,HC SOL IV NS 20MEQ K 1000,15.81
27000543,HC SOL IV NS 40MEQ K 1000,22.27
27000544,HC SOL IV D5 0.25NS 20MEQ K 1000,22.27
27000545,HC SOL IV D5 0.45NS 10MEQ K 1000,22.17
27000546,HC SOL IV D5 0.45NS 20MEQ K 1000,14.54
27000547,HC SOL IV D5 0.45NS 30MEQ K 1000,20.81
27000548,HC SOL IV D5 0.45NS 40MEQ K 1000,22.27
27000549,HC SOL IV D5NS 20MEQ K 1000,17.77
27000550,HC SOL IV D5NS 40MEQ K 1000,20.81
27000551,HC FIBERGLASS LONG LEG CAST,436.38
27000552,HC SOL IRR NS 500 BOT,12.47
27000553,HC SOL IRR NS 1000 BOT,13.16
27000554,HC SOL IRR NS 3000 BAG,51.92
27000555,HC SOL IRR H20 STRL 1000 BOT,13.05
27000556,HC SOL IV MINI NS 100 QUAD,20.9
27000558,HC STOPCOCK -WAY,8.73
27000559,HC DISP RESUSCITATION BAG-INFANT,335.4
27000561,HC CAUDAL/EPI REGIONAL BLK TRAY,853.52
27000562,HC PUDENDAL TRAY,251.25
27000563,HC INTERNAL MONITOR,608.29
27000564,HC GARDIAN RETRACTOR,174.32
27000565,HC UTERINE BALLOON,831.89
27000566,HC INTERCEED ADHESION BARRIER,"1,867.24"
27000567,HC FISH-MEDIUM,241.64
27000568,HC SEPRAFILM ADHESION BARRIER,"1,722.68"
27000569,HC JP DRAIN,74.54
27000570,HC MOBIUS ELASTIC RETRACTOR,613.1
27000571,HC KIT SNS STARTER KIT,70.93
27000572,HC CUSTOM BREAST FLAGES,60.11
27000573,HC SHELL BREAST,46.89
27000574,HC COMFORT GELS,45.69
27000575,HC SURGIFLOW,965.45
27000576,HC INSORB STAPLER,270.49
27000577,HC DERMABOND,241.64
27000578,HC LONG ARM CAST,357.04
27000579,HC SHORT ARM CAST,317.37
27000580,HC ARROW PNEUMOTHORAX KIT,720.09
27000581,HC BARTHOLIN GLAND CATHETER,173.11
27000582,HC CAUTERY OPTHALMIC,63.71
27000583,HC DISPOSABLE SUTURE TRAY,119.02
27000584,HC DISP VAGINAL TRAY/SPECULUM,20.44
27000585,HC DISPOSABLE RESUSITATOR BAG,335.4
27000586,HC EPISTAXIS PACKING,114.21
27000587,HC HOT LINE TUBING,275.3
27000588,HC PACING PADS - ADULT,333
27000589,HC NASAL PACKING 4.5 CM,63.71
27000590,HC OPTIPORE SPONGES,37.28
27000591,HC STYLET,68.52
27000592,HC SHUR CLEANSE 100ML,52.9
27000593,HC SUTURE CHARGE/PER PACK,57.71
27000594,HC GLIDESCOPE DISPOSABLE BLADE,105.8
27000595,HC RHINO 4.5 CM ANT NASAL PACKING,42.08
27000596,HC RHINO 5.5 CM ANT NASAL PACKING,45.69
27000597,HC RHINO 7.5 CM ANT NASAL PACKING,46.89
27000598,HC KING AIRWAYS - SIZE 3,229.61
27000599,HC KING AIRWAYS - SIZE 5,229.61
27000600,HC KING AIRWAYS - SIZE 2.5,311.36
27000601,HC COLLAR CERV XTW ADULT X-SHORT,146.66
27000602,HC DERMABOND,215.19
27000603,HC LEVEL 1 - LOW ANES SUPPLY CHG,508.52
27000604,HC LEVEL 2-MODERATE ANES SUPLY CH,"1,907.81"
27000605,HC LEVEL 3-COMPLEX ANES SUPLY CHG,"3,815.62"
27000606,HC FIBERGLASS SHORT LEG CAST,394.31
27000607,HC FIBERGLASS LONG ARM CAST,363.05
27000608,HC FIBERGLASS SHORT ARM CAST/LRG,239.23
27000609,HC PADS  SAFETY RAIL,369.06
27000610,HC LATEX TUBING/FOOT,19.24
27000613,HC POSITIVE PRESSURE DEVICE E,181.52
27000614,HC POSITIVE PRESSURE DEVICE C,241.64
27000615,HC SET UP HIGH FLOW 02 INITIATE,824.68
27000616,HC SPACER,97.38
27000617,HC SET UP LOW FLOW 02 INITIATE,114.21
27000618,HC NITRIC OXIDE THERAPY/HR,757.35
27000619,HC HELIOX THERAPY,251.25
27000620,HC SET UP OXYGEN ER,92.57
27000621,HC BRONCHIAL HYGIENE DEVICE,395.51
27000630,HC PESSARY,179.13
27000631,HC TEP DILATOR FOR PROSTHESIS,257.26
27000632,HC INDWELLING VOICE PROSTH KIT,384.69
27000633,HC WORD CATHETER,74.54
27000634,HC TRACH VALUE KIT W/HUMIDIFIER,549.38
27000637,HC NEURO COLING/AICD/ABLATIONS,"3,341.97"
27000638,HC ENDO/ERCP/MRI SUPPLIES,622.71
27000639,HC CARDIOVERSION/CT/LITHO/EEG,446
27000640,HC OT SPLINT B,27.66
27000641,HC OT SPLINT C,50.49
27000642,HC OT SPLINT D,75.74
27000643,HC OT SPLINT E,97.38
27000644,HC OT SPLINT F,123.83
27000645,HC OT SPLINT H,173.11
27000646,HC OT DEVICE A,14.43
27000647,HC OT DEVICE B,27.66
27000648,HC OT DEVICE C,50.49
27000649,HC OT DEVICE FOR (I) (30),75.74
27000650,HC OT DEVICE D,100.99
27000651,HC OT DEVICE E,168.3
27000652,HC KIT CVC DL 7FR 16CM,380.04
27000653,HC KIT CVC TL 7FR 20CM,456.94
27000654,HC KIT CVC INTOR SHTH 8.5FR SIDE,624.36
27000655,HC KIT CVC TL 7FR 16CM,519.16
27000657,HC BIS XP QUATRO SENSOR,174.32
27000658,HC ATOMIZER,6.7
27000659,HC J DERMABOND .7ML,256.06
27000660,HC COMBO PADS,216.39
27000661,HC ORTHOGLASS 2IN SYNTH,14.99
27000662,HC ORTHOGLASS 3IN SYNTH,20.77
27000663,HC ORTHOGLASS 4IN SYNTH,24.95
27000664,HC ORTHOGLASS 5IN SYNTH,31.22
27000669,HC QUICK CLOT - SMALL,102.38
27000670,HC QUICK CLOT - LARGE,247.86
27000671,HC MEPILEX TRANSFER 8X20 (TEMP),67.03
27000672,HC TRAY TRANSFUSION EXCHANGE,501.92
27000673,HC SET IV EXTN 380M W STPCK,7.37
27000674,OBTURATOR  ARROW INTRO 8FR,12.96
27000675,HC POSITIVE PRESSURE DEVICE D,304.14
27000676,HC POSITIVE PRESSURE DEVICE F,361.85
27000677,HC POSITIVE PRESSURE DEVICE G,421.95
27000683,HC PT MISC-SMALL,27.66
27000684,HC PT MISC-LARGE,50.49
27000687,HC SPLINT (15),39.68
27000688,HC SPLINT (25),61.31
27000689,HC SPLINT G,146.66
27000691,HC SPLINT J,218.8
27000692,HC SPLINT (100),241.64
27000693,HC POSITIVE PRESSURE DEVICE G,304.14
27000694,HC SPLINT L,363.05
27000695,HC DEVICE FOR (I) (15),39.68
27000697,HC POSITIVE PRESSURE DEVICE B,122.62
27000703,HC PULSE LAVAGE KIT,240.43
27000705,HC QUICKCLOT 4X4 HEMOSTATIC DRESSING (ITEM #459),25.25
27000706,HC SMALL ADULT FULL FACE MASK,162.3
27000707,HC PEDIATRIC FULL FACE MASK,162.3
27000708,HC YOUTH MEDIUM FULL FACE MASK,162.3
27000709,HC NITROUS OXIDE,60.11
27000710,HC TUBE G LP 12FR 1.2 CM 5ML,685.23
27000712,HC MECONIUM ASPIRATORS,30.06
27000734,HC DISP ECHO TIP NEEDLE,52.9
27000735,HC SUTURE PACK,46.89
27000737,HC DISP GLIDESCOPE BLADE SIZE 1,108.2
27000738,HC FINGER DRESSING,21.64
27000739,HC PT DEVICE A,14.43
27000740,HC PT DEVICE B,27.66
27000741,HC PT DEVICE C,50.49
27000742,HC PT DEVICE D,100.99
27000743,HC PULSE LAVAGE KIT,241.64
27000744,HC CPM KIT,230.82
27000745,HC SPLINT B,27.66
27000746,HC SPLINT C,50.49
27000747,HC SPLINT D,75.74
27000748,HC SPLINT E,119.02
27000749,HC SPLINT F,123.83
27000750,HC SPLINT I,197.16
27000751,HC SPLINT A,14.43
27000752,HC SPLINT K,304.14
27000755,HC DEVICE FOR (I)(15),39.68
27000757,HC DEVICE FOR (I)(30),75.74
27000760,HC SLING(10),27.66
27000761,HC PRESSURE DEVICE(10),27.66
27000762,HC POSITIVE PRESSURE DEVICE A,61.31
27000764,HC PASSEY MUIR VALVE,391.9
27000765,HC SLP MISC A,26.45
27000766,HC SLP MISC B,45.69
27000767,HC SLP MISC C,104.59
27000768,HC PULSE LAVAGE KIT,260.87
27000769,HC COBAN 2 COMPRESSION WRAP,87.76
27000770,HC DP SPLINT E,97.38
27000771,HC NAVION MAPCATH 1.4 FR,264.47
27000772,HC NAVION MAPCATH 1.1 FR,286.11
27000773,HC 6FR  MICRO INTRODUCER KIT,150.28
27000775,HC BRA TLC,402.73
27000778,HC CRANIAL ACCESS KIT - INTEGRA,"1,294.71"
27000780,HC MEDTRONIC CRANIAL ACCESS KIT,875.16
27000783,HC BRA TLC,465.23
27000784,HC 1.9FR. INTROSYTE-N,37.28
27000785,HC NUTRICATH FEEDING TUBES,93.78
27000786,HC TUBE G LP 12FR 1.5 CM 5ML,685.23
27000789,HC POSEY DISP WEDGE,362.94
27000790,HC POSEY DISP HORSESHOE WEDGE,551.79
27000792,HC POWER PICC DUAL,663.59
27000793,HC POWER PICC SINGLE,635.94
27000795,HC SLING(20),50.49
27000796,HC SLING(30),75.74
27000797,HC SLING(40),97.38
27000798,HC SLING(50),122.62
27000800,HC ZOLL PEDS PACING,804.24
27000801,HC TRANSFER BOARD,304.14
27000802,HC TRANSFER BOARD WH,354.64
27000803,HC DISP RESUSCITATION BAG,335.4
27000804,HC BREAST MILK PROC/STORE/DIST,6.02
27000805,HC WILLOW PHARMACY RC 270,0
27000809,HC SLP PASSEY MUIR VALVE,391.9
27000812,HC SLP MISC C,84.16
27000813,HC DP PT POSITIVE PRESSURE DEVICE A,61.31
27000814,HC DP PT POSITIVE PRESSURE DEVICE B,122.62
27000815,HC DP PT POSITIVE PRESSURE DEVICE C,181.52
27000816,HC DP PT POSITIVE PRESSURE DEVICE D,241.64
27000817,HC DP PT POSITIVE PRESSURE DEVICE E,304.14
27000818,HC DP PT POSITIVE PRESSURE DEVICE F,361.85
27000819,HC DP PT POSITIVE PRESSURE DEVICE G,421.95
27000820,HC DP PT DEVICE A,15.63
27000821,HC DP PT DEVICE B,27.66
27000822,HC DP PT DEVICE C,50.46
27000823,HC DP PT DEVICE D,100.99
27000824,HC DP PT DEVICE E,167.11
27000825,HC DP SPLINT A,14.43
27000826,HC DP SPLINT B,27.66
27000827,HC DP SPLINT C,50.49
27000828,HC DP SPLINT D,75.74
27000829,HC DP SPLINT F,122.62
27000830,HC DP SPLINT G,146.66
27000831,HC DP SPLINT H,171.92
27000832,HC DP SPLINT I,195.95
27000833,HC DP SPLINT J,218.8
27000834,HC DP SPLINT K,304.14
27000835,HC DP SPLINT L,361.85
27000836,HC DP OT DEVICE A,15.63
27000837,HC DP OT DEVICE B,27.66
27000838,HC DP OT DEVICE C,50.49
27000839,HC DP OT DEVICE D,100.99
27000840,HC DP OT DEVICE E,168.3
27000841,HC DP OT POSITIVE PRESSURE DEVICE A,61.31
27000842,HC DP OT POSITIVE PRESSURE DEVICE B,122.62
27000843,HC DP OT POSITIVE PRESSURE DEVICE C,181.52
27000844,HC DP OT POSITIVE PRESSURE DEVICE D,241.64
27000845,HC DP OT POSITIVE PRESSURE DEVICE E,304.14
27000846,HC DP OT POSITIVE PRESSURE DEVICE F,361.85
27000847,HC DP OT POSITIVE PRESSURE DEVICE G,421.95
27000848,HC MISC A,18.04
27000849,HC MISC B,19.24
27000850,HC MISC C,28.85
27000851,HC MISC D,30.06
27000852,HC MISC E,39.68
27000853,HC MISC F,75.74
27000854,HC MISC G,143.06
27000855,HC DP PASSEY MUIR VALVE,391.9
27000857,HC POSITIVE PRESSURE DEVICE B,123.83
27000858,HC POSITIVE PRESSURE DEVICE C,181.52
27000859,HC POSITIVE PRESSURE DEVICE D,241.64
27000860,HC POSITIVE PRESSURE DEVICE E,304.14
27000863,HC PT DEVICE E,168.3
27000864,HC KIT-ARTERIAL LINE 20GA,110.61
27000865,HC EXERCISE DEVICE(5),14.43
27000866,HC EXERCISE DEVICE(20),50.49
27000867,HC EXERCISE DEVICE(30),75.74
27000868,HC EXERCISE DEVICE(40),97.38
27000869,HC EXERCISE DEVICE(50),122.62
27000870,HC SPLINT G,145.47
27000871,HC SPLINT H,171.92
27000873,HC SPLINT L,361.85
27000874,HC DEVICE FOR (I)(40),97.38
27000875,HC DEVICE FOR (I)(60),145.47
27000876,HC DEVICE FOR (I)(70),171.92
27000877,HC DEVICE FOR (I)(80),195.95
27000878,HC DEVICE FOR (I)(90),217.59
27000879,HC RHINO 9.0CM POSTERIOR EPISTAXI,310.16
27000880,HC KING AIRWAYS - SIZE 4,229.61
27000881,HC KING AIRWAYS - SIZE 2.0,311.36
27000882,HC DISP GLIDESCOPE BLADE SIZE 2.0,108.2
27000883,HC HEMOVAC,91.51
27000884,HC PACKER'S HAND SURGICAL TRAY,199.56
27000885,HC THORACOSTOMY TRAY,210.38
27000886,HC STAMEY CATHETER KIT,428.11
27000888,HC PERCUTAN CAVITY DRAINAGE KIT,840.05
27000889,HC 18 GA IV 2N1174 CATHETER,11.66
27000890,HC 24 GA IV 2N1177 CATHETER,10.27
27000891,HC COVRSITE DSG 6X6,9.39
27000892,HC TRACH TUBE DISP IN CANN 7 X LT,57.7
27000893,HC TUBING RANGER FLD WARMER PED/N,203.48
27000894,"HC PD CAPD MINICAP EXT 6"" TWIST",428.16
27000895,"HC NEEDLE BIO BONE MARROW 11GAX6""",339.08
27000896,HC CATHETER RT ANGLE 36FR,89.53
27000897,HC CHEST TUBE THORACIC 16FR,67.62
27000898,HC COUNCIL CATHETER 16FR 5ML,170.58
27000899,HC SPLINTSRITE LARGE,242.55
27000901,HC SPLINT WRIST RIGHT SM ELASTI,77.99
27000902,HC PCH OST 1 X .75IN 2 PIECE,91.4
27000903,HC PCH OST 1 X 1.5IN PEDS,111.6
27000904,HC PCH OST 1 X .75IN PEDS,183.38
27000905,HC KIT URO TOUCHLESS I&O 14FR,26.89
27000909,HC SOL IRR LR 3000 BAG,56.07
27000910,HC SPLINTSRITE X LARGE,242.55
27000911,HC TUBE ENTERAL FEED 10 STY WT,95.88
27000912,HC SET BELMONT RAPID INFUSER,458.81
27000913,HC KIT TRACH CARE REUSE IC,22.12
27000914,HC KIT TRACH CARE DISP IC,12.9
27000916,HC WOUND CARE COLLAGEN DRESS STERILE <16SQIN,36.07
27000917,HC WOUND CARE COLLAGEN DRESSING STERILE >48,300.54
27000918,HC WAFER OSTOMY 4 IN,41.93
27000919,HC POUCH URO FRIST CHOICE ELASTA,26.13
27000920,HC SET ENTERAL FEEDING NEO,16.03
27000926,HC BLAKEMORE ADULT 20FR 1 1/2 BALLOON,"2,128.49"
27000927,HC SENGSTAKEN 20FR TUBE,379.38
27000928,HC BLAKEMORE 16FR TUBE,379.38
27000929,HC BLOOD PALL FILTER,158.32
27000930,HC GUIDE WIRES .035. W/J,351.37
27000931,HC ORTHO ACROMIC CLAR SPLIN,205.62
27000932,HC SUPPORTER  ATHLETIC,59.66
27000933,HC CANISTER SUCTION LINER,12.47
27000934,HC LARYNGECTOMY TUBE  8L GT,445.86
27000935,HC LARYNGECTOMY TUBE  6L GT,485.8
27000936,HC BOOT  3 MEDICATED GELOCAST,61.98
27000937,HC TUBE  LARYNGECTOMY #10,473.33
27000938,HC BREAST PUMP KIT,63.25
27000939,HC TRACH NEO AIRE-CUFF 3.5,976.17
27000940,HC STATLOCK PICC PLUS,47.55
27000941,HC SHEATH INTRODUCER 7FR,107.86
27000942,HC SHEATH INTRODUCER 8FR,107.86
27000943,HC TUBING RANGER FLD WARMER HIFLO,322.19
27000944,HC BARI KL XXL LONG,64.87
27000945,HC BARI KL XXXL REG,70.28
27000946,HC BARI KL XXXL LONG,75.59
27000947,"HC SET CATH INTRO 8FR X 4.0125""",182.42
27000948,HC TRACH TUBE NEO 4.0 NEONATAL,334.85
27000949,HC STRAP CLAVICLE HEAVY DUTY LARG,69.71
27000950,HC CHEST TUBE TROCAR 10FR,174.37
27000951,HC CHEST TUBE THORACIC 40FR,66.59
27000952,HC SPLINT FREDDIE FROG LARGE,9.11
27000953,HC ENDOTRACHEAL TUBE 5MM,11.32
27000954,HC ENDOTRACHEAL TUBE 5.5MM,11.67
27000955,HC ENDOTRACHEAL TUBE 9MM W/CUFF,17.44
27000956,HC ENDOTRACHEAL TUBE 9.5MM W/CUFF,17.15
27000957,HC ENDOTRACHEAL TUBE 6MM UNCUFFE,11.9
27000958,HC FLUID 4.25% 1500ML PD SOL SET,68.71
27000959,HC PK CUST MED ANGIO,438.76
27000960,HC KIT TRANDS PED SAFESET,170.65
27000961,HC KIT CVC TL 7FR 30CM,513.07
27000962,HC ADAP AIRWY ST8 FEML LL,142.68
27000963,HC CANN CO2 NASAL W/O2 DASH,109.64
27000964,HC CANN CO2 NASAL ORAL W/O2 DASH,109.64
27000965,HC CANN CO2 NASAL DASH,74.21
27000967,HC STOCK ANTI EMBOL KN XXL REG,25.52
27000968,HC STOCK ANTI EMBOL KN MD XLGT,25.52
27000969,HC STOCK ANTI EMBOL KN XL,25.52
27000970,HC STOCK ANTI EMBOL KN LNG L CALF,25.52
27000971,HC STOCK ANTI EMBOL KN REG XL,25.52
27000972,HC STOCK ANTI EMBOL KN REG SM,25.52
27000973,HC STOCK ANTI EMBOL KN REG MD,25.52
27000974,HC STOCK ANTI EMBOL KN LNG SM,25.52
27000975,HC STOCK ANTI EMBOL KN REG LG,25.52
27000976,"HC IV SET EXT 10"" 3-4 WAY STOPCOCK",12.13
27000977,HC IV SET EXT TRIFUSE MICROBORE,43.86
27000978,HC SOL IV D5 0.225NS 10MEQ K 500,22.28
27000979,HC SOL IV D5 0.45NS 20MEQ K 500,22.28
27000980,HC SOL IRR H20 STRL 1000 BAG,19.97
27000981,HC SOL IRR H20 STRL 3000 BAG,49.98
27000982,HC IV SET EXT W/STOPCOCK 4-WAY,13.86
27000983,HC SOL IV D5LR 20MEQ K 1000,13.48
27000984,HC DISP INTERAOSSEOUS NEEDLE,189.95
27000985,HC DISPOSABLE ARM BOARD-LONG,9.62
27000986,HC DISPOSABLE ARM BOARD-SHORT,7.21
27000987,HC DISPOSABLE EAR CURETTE INFANT,7.21
27000988,HC DISPOSABLE EAR CURETTE-ADULT,9.62
27000989,HC FLEXIFLO GASTROSTOMY TUBE,485.67
27000990,HC POPE OTO WICKS,37.28
27000991,HC SCOTCH CASTING 2,46.89
27000992,HC SCOTCH CASTING 3,63.71
27000993,HC SCOTCH CASTING 4,72.14
27000994,HC SCOTCH CASTING 5,98.58
27000995,HC URINE METER FOLEY KIT,419.56
27000996,HC RETROGRADE INTUBATION SET,586.66
27000997,HC PATIL CRICOTHYROTOMY SET,675.61
27000998,HC MELKER CRICOTHYROTOMY KIT,724.9
27000999,HC SHILEY TRACHEOSTOMY TUBES,22.85
27001000,HC PEDIATRIC LMAS - SIZE 1,925.66
27001001,HC PEDIATRIC LMAS - SIZE 1.5,881.18
27001002,HC PEDIATRIC LMAS - SIZE 2.0,920.85
27001003,HC PEDIATRIC LMAS - SIZE 2.5,920.85
27001004,HC BOUGIES 70MM 15FR,62.52
27001005,HC BOUGIES 70MM 10FR,46.89
27001006,HC BOUGIES 70MM 15FR W/COUDE,40.88
27001007,HC ADULT LIGHT INTUBATION STYLET,194.75
27001008,HC POUCH  FECAL COLLECTION,55.74
27001009,HC PCH OST COLOS/ILEOS PIECE CX,78.14
27001010,HC FLOSEAL,220.61
27001011,HC NIPPLE SHIELDS 16MM XS,5.84
27001012,HC NIPPLE SHIELDS 20MM S,5.84
27001013,HC NIPPLE SHIELDS 24MM M,5.84
27001014,HC ONQ BALL,526.54
27001015,HC SPONGE PATTIE 13 X 76 MM,220.57
27001020,HC 4-0 MONOCRYL Y426H (SUTURE),50.32
27001021,HC IRRGATION STYKERFLOW DISPOSABLE SUCTION,522.07
27001022,HC CORD MONOPLR DISPOSABLE,203.44
27001023,HC TROCAR OPTICAL ADVANCE FIXATION 5 X 100 MM,203.44
27001024,HC 0 V-LOC 813 (SUTURE),378.92
27001025,HC 1 PROLENE 8455H (SUTURE),23.19
27001026,HC SET SOURCE TUBE COLLECTOR 3/8 INDC6FT,116.55
27001027,HC 4-0 VICRYL J773D (SUTURE),109.27
27001028,HC 2-0 VICRYL J417 (SUTURE),16.16
27001029,HC 3-0 CHROMIC G122H (SUTURE),32.32
27001030,HC 3-0 VICRYL J416H (SUTURE),16.16
27001031,HC 4-0 VICRYL J426H (SUTURE),37.16
27001033,HC LUMBAR CAT ACC KIT,"1,203.27"
27001034,HC DSRG ACTICOAT FLEX 3 4IN X 4IN,75.58
27001035,HC DEV MIDLINE SECUREMENT ADT,33.65
27001036,HC DEV MIDLINE SECUREMENT PED,33.65
27001037,HC CLP COOPER FALL FILSHIE 2MM,769.6
27001038,HC COLLAR CERV X-SHORT ADULT,179.99
27001039,HC TRAY PNEUMOTHORAX WAYNE 14FR,"1,062.95"
27001040,HC STOCK ANTI EMBOL KN XXL SHORT,25.5
27001041,HC STOCK ANTI EMBOL KN XXL LONG,25.5
27001042,HC STOCK ANTI EMBOL KN XXXL REG,25.5
27001044,HC DRSG DURAFIBER AG 2CM X 452CM,121.28
27001045,HC SURGIFLO NEXT GEN MTX KIT,767.85
27001046,HC NITROUS OXIDE PER HR,60.11
27001047,HC DISPOSABLE BREATHING CIRCUIT WITH MASK ,360.23
27001048,HC SET SUBCUTANEOUS INFUS 27G,50.07
27001050,HC NDL EZ IO 15G 25MM STABILIZER,"1,066.93"
27001051,HC NDL EZ IO 15G 15MM STABILIZER,"1,066.93"
27001052,HC NDL EZ IO 15G 45MM STABILIZER,"1,066.93"
27001053,HC SET GRAVITY ENTERAL FEEDING,18.46
27001054,HC LIGASURE IMPACT CVD,"4,203.75"
27001055,HC TUBE LOP 12 FRX1.2CM,681.87
27001056,HC TUBE LOP 14 FRX1.7CM,681.87
27001057,HC TUBE LOP 12 FRX1.5CM,681.87
27001058,HC INFUSOR RAPID LIFEFLOW DISP,986.08
27001059,HC SLV SCD KN COMFORT SM,235.08
27001060,HC COLLAR PHIL INFANT 1.25 X 6-8,182.9
27001061,HC THUMB SPICA VELCRO SPLINT,152.62
27001062,"HC ORTHO GLASS COMFORT 6""",78.12
27001063,HC BLAKEMORE MEDIUM 16FR 1 1/4 BALLOON,"2,128.49"
27001064,HC LINTON TRIPLE LUMEN 20FR 700-800CC BALLOON,"2,572.91"
27001065,HC ADAP THAL-QUICK CHEST TUBE,449.72
27001066,HC PUPILLOMETER SMART GUARD,267.75
27001067,HC DEV NASAL BRIDLE 14 FR,742.83
27001068,HC DEV NASAL BRIDLE 16 FR,742.83
27001069,HC DEV NASAL BRIDLE 18 FR,742.83
27001070,HC ADAP VIA L2BAG,21.58
27001071,HC QUICKCLOT (ITEM # 183),371.43
27001072,HC DRSG TEGADERM ADV 4X6.125,18.11
27001073,HC DRSG TEGADERM ADV 3.5X4.5,15.47
27001074,HC SET IV PCA IV W/FILTER,91.51
27001076,HC 20G POWERPORT NEEDLE SET,71.55
27001077,HC COMBAT GAUZE,361.07
27001086,HC EXT SET AMT RT ANGLE MINI 12 IN,127.17
27001087,HC PICC COMPLETE KIT W/SINGLE LUMEN CATH & INTROCEDER 1.4FR,713.96
27001088,HC PICC COMPLETE KIT DUAL LUMEN 1.9FR,928.39
27001089,HC PICC SHEATH INTRODUCER ONLY 1.4FR,332.01
27001090,HC CHEST TUBE KIT 8-FR,847.84
27001091,HC SET BLOOD Y SET 200 MCRON FILT,45.5
27001094,HC STATLOCK MAQUET IAB,188.5
27001095,HC KCI PREVENA,"2,695.95"
27001096,HC MEDTRONIC SEPS-CAL,"7,024.36"
27001097,HC KIT ER-REBOA CATHETER INTRO,"4,299.75"
27001098,HC DISC BIOPATCH CHG 7.0MM CNTR,69.24
27001099,HC TUBE ENTERAL 8FR 43IN CORTRAK,525.63
27001100,HC TUBE ENTERAL 10FR 43IN CORTRAK,525.63
27001101,HC TUBE ENTERAL 10FR 55IN CORTRAK,533.27
27001102,HC BOOT PED WALKER INLINE,361.18
27001103,HC CANN CO2/O2 + DEHUMID DASH,295.5
27001104,HC SET IV MIN BORE W/0.22 FILT,29.78
27001105,HC INST DIL LAMINARIA 4MM,57.15
27001106,HC INST DIL LAMINARIA 5MM,57.15
27001107,HC TUBE ENTERAL FEED 6.5 FR 60CM (POLYURETHANE),51.54
27001108,HC TUBE ENTERAL FEED 5 FR 60CM (POLYURETHANE),51.54
27001109,HC TUBE ENTERAL FEED 8 FR 60CM (POLYURETHANE),51.54
27001110,HC URINE CATHETERS 3.5 FR,955
27001111,HC URINE CATHETERS 5.0 FR,955
27001112,HC URINE CATHETERS 8.0 FR,955
27001113,HC URINE COLLECTION KIT,197.88
27001114,HC PAL LINE CATH IV ANGIO 24 GA X .75,39.01
27001115,HC URINE CATHETERS 6.5 FR,955
27001116,HC GEL IODOSORB IODINE 10GMS,110.32
27001117,HC KIT PLEURX CATHETER ACCESS,381.49
27001118,HC BRNCSCP ASCOPE 3 SLIM DISP,"1,672.50"
27001119,HC BRNCSCP ASCOPE 3 LG DISP,"1,889.18"
27001121,HC 1 VICRYL J977 (SUTURE),17.77
27001122,HC 0 VICRYL J978 (SUTURE),17.74
27001123,HC 0 VICRYL J946 (SUTURE),16.84
27001124,HC 0 VICRYL J740 (SUTURE),108.71
27001125,HC 2-0 VICRYL J259 (SUTURE),15.93
27001126,HC 3-0 VICRYL J258 (SUTURE),16.01
27001127,HC 3-0 VICRYL J311 (SUTURE),18.65
27001128,HC 4-0 VICRYL J310 (SUTURE),16.24
27001129,HC 4-0 VICRYL J422 (SUTURE),22.05
27001130,HC 0 PDS Z370T (SUTURE),25.92
27001131,HC 0 PDS Z340H (SUTURE),24.33
27001132,HC 0 PDS Z990G (SUTURE),55.76
27001133,HC 0 MONOCRYL Y358H (SUTURE),22.2
27001134,HC 3-0 MONOCRYL Y523H (SUTURE),27.2
27001135,HC 3-0 MONOCRYL Y416H (SUTURE),20.26
